Age,Gender,HCCI_category,HCCI_outpatient_service_type,RX_generic_brand_indicator,HCCI_subcategory,Year,spending_per_member,OOP_spending_per_member,adjusted_price,adjusted_OOP_price,adjusted_utilization_per_1000,case_mix_intensity_index,price,OOP_price,utilization_per_1000,annual_pct_change_spending_per_member,annual_pct_change_OOP_spending_per_member,annual_pct_change_adjusted_price,annual_pct_change_adjusted_utilization_per_1000,annual_pct_change_case_mix_intensity_index,annual_pct_change_price,annual_pct_change_utilization_per_1000,cumulative_pct_change_spending_per_member,cumulative_pct_change_OOP_spending_per_member,cumulative_pct_change_adjusted_price,cumulative_pct_change_adjusted_utilization_per_1000,cumulative_pct_change_case_mix_intensity_index,cumulative_pct_change_price,cumulative_pct_change_utilization_per_1000
45-54,Male,RX,NA,Generic,Heavy Metal Antagonists,2018,0.449,0.001,"20,617.20",64.619,0.022,1,"20,617.20",64.619,0.022,4.774,0.009,3.968,0.162,0,3.968,0.162,18.217,5.746,9.334,0.86,0,9.334,0.86
45-54,Male,RX,NA,Generic,Hormones,2014,19.986,8.334,19.477,8.121,"1,026.18",1,19.477,8.121,"1,026.18",,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Generic,Hormones,2015,20.725,8.434,19.407,7.898,"1,067.93",1,19.407,7.898,"1,067.93",0.037,0.012,-0.004,0.041,0,-0.004,0.041,0.037,0.012,-0.004,0.041,0,-0.004,0.041
45-54,Male,RX,NA,Generic,Hormones,2016,25.153,9.113,22.086,8.002,"1,138.88",1,22.086,8.002,"1,138.88",0.214,0.08,0.138,0.066,0,0.138,0.066,0.258,0.094,0.134,0.11,0,0.134,0.11
45-54,Male,RX,NA,Generic,Hormones,2017,25.566,9.16,20.729,7.427,"1,233.33",1,20.729,7.427,"1,233.33",0.016,0.005,-0.061,0.083,0,-0.061,0.083,0.279,0.099,0.064,0.202,0,0.064,0.202
45-54,Male,RX,NA,Generic,Hormones,2018,23.928,9.417,18.614,7.326,"1,285.49",1,18.614,7.326,"1,285.49",-0.064,0.028,-0.102,0.042,0,-0.102,0.042,0.197,0.13,-0.044,0.253,0,-0.044,0.253
45-54,Male,RX,NA,Generic,Metabolic,2014,4.239,2.202,10.81,5.614,392.178,1,10.81,5.614,392.178,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Generic,Metabolic,2015,4.114,2.113,10.515,5.402,391.223,1,10.515,5.402,391.223,-0.03,-0.04,-0.027,-0.002,0,-0.027,-0.002,-0.03,-0.04,-0.027,-0.002,0,-0.027,-0.002
45-54,Male,RX,NA,Generic,Metabolic,2016,4.237,2.14,10.703,5.405,395.875,1,10.703,5.405,395.875,0.03,0.012,0.018,0.012,0,0.018,0.012,-0.001,-0.028,-0.01,0.009,0,-0.01,0.009
45-54,Male,RX,NA,Generic,Metabolic,2017,4.93,1.993,11.852,4.79,415.972,1,11.852,4.79,415.972,0.164,-0.069,0.107,0.051,0,0.107,0.051,0.163,-0.095,0.096,0.061,0,0.096,0.061
45-54,Male,RX,NA,Generic,Metabolic,2018,5.917,1.977,13.773,4.602,429.578,1,13.773,4.602,429.578,0.2,-0.008,0.162,0.033,0,0.162,0.033,0.396,-0.102,0.274,0.095,0,0.274,0.095
45-54,Male,RX,NA,Generic,Miscellaneous,2014,5.16,1.433,26.869,7.464,192.027,1,26.869,7.464,192.027,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Generic,Miscellaneous,2015,7.61,1.991,36.194,9.471,210.247,1,36.194,9.471,210.247,0.475,0.389,0.347,0.095,0,0.347,0.095,0.475,0.389,0.347,0.095,0,0.347,0.095
45-54,Male,RX,NA,Generic,Miscellaneous,2016,8.174,2.267,36.651,10.163,223.013,1,36.651,10.163,223.013,0.074,0.138,0.013,0.061,0,0.013,0.061,0.584,0.581,0.364,0.161,0,0.364,0.161
45-54,Male,RX,NA,Generic,Miscellaneous,2017,8.433,2.289,35.444,9.618,237.934,1,35.444,9.618,237.934,0.032,0.01,-0.033,0.067,0,-0.033,0.067,0.635,0.597,0.319,0.239,0,0.319,0.239
45-54,Male,RX,NA,Generic,Miscellaneous,2018,8.333,2.271,33.538,9.142,248.459,1,33.538,9.142,248.459,-0.012,-0.007,-0.054,0.044,0,-0.054,0.044,0.615,0.585,0.248,0.294,0,0.248,0.294
45-54,Male,RX,NA,Generic,Respiratory,2014,4.576,1.882,38.069,15.657,120.212,1,38.069,15.657,120.212,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Generic,Respiratory,2015,4.1,1.827,32.29,14.392,126.976,1,32.29,14.392,126.976,-0.104,-0.029,-0.152,0.056,0,-0.152,0.056,-0.104,-0.029,-0.152,0.056,0,-0.152,0.056
45-54,Male,RX,NA,Generic,Respiratory,2016,4.413,1.911,32.459,14.055,135.953,1,32.459,14.055,135.953,0.076,0.046,0.005,0.071,0,0.005,0.071,-0.036,0.015,-0.147,0.131,0,-0.147,0.131
45-54,Male,RX,NA,Generic,Respiratory,2017,4.506,1.916,30.666,13.039,146.943,1,30.666,13.039,146.943,0.021,0.003,-0.055,0.081,0,-0.055,0.081,-0.015,0.018,-0.194,0.222,0,-0.194,0.222
45-54,Male,RX,NA,Generic,Respiratory,2018,4.439,1.906,28.543,12.259,155.507,1,28.543,12.259,155.507,-0.015,-0.005,-0.069,0.058,0,-0.069,0.058,-0.03,0.013,-0.25,0.294,0,-0.25,0.294
45-54,Male,RX,NA,Generic,Rheumatoid Arthritis,2014,0.096,0.028,43.706,12.578,2.187,1,43.706,12.578,2.187,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Generic,Rheumatoid Arthritis,2015,0.179,0.029,84.129,13.541,2.129,1,84.129,13.541,2.129,0.874,0.048,0.925,-0.026,0,0.925,-0.026,0.874,0.048,0.925,-0.026,0,0.925,-0.026
45-54,Male,RX,NA,Generic,Rheumatoid Arthritis,2016,0.294,0.034,137.825,15.692,2.136,1,137.825,15.692,2.136,0.644,0.163,0.638,0.003,0,0.638,0.003,2.08,0.219,2.153,-0.023,0,2.153,-0.023
45-54,Male,RX,NA,Generic,Rheumatoid Arthritis,2017,0.318,0.043,137.3,18.627,2.313,1,137.3,18.627,2.313,0.079,0.285,-0.004,0.083,0,-0.004,0.083,2.323,0.567,2.141,0.058,0,2.141,0.058
45-54,Male,RX,NA,Generic,Rheumatoid Arthritis,2018,0.319,0.041,134.889,17.249,2.364,1,134.889,17.249,2.364,0.004,-0.054,-0.018,0.022,0,-0.018,0.022,2.335,0.482,2.086,0.081,0,2.086,0.081
45-54,Male,RX,NA,Generic,Skin,2014,17.575,3.315,118.926,22.431,147.783,1,118.926,22.431,147.783,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Generic,Skin,2015,23.834,3.784,160.859,25.539,148.17,1,160.859,25.539,148.17,0.356,0.142,0.353,0.003,0,0.353,0.003,0.356,0.142,0.353,0.003,0,0.353,0.003
45-54,Male,RX,NA,Generic,Skin,2016,26.452,3.978,179.802,27.039,147.116,1,179.802,27.039,147.116,0.11,0.051,0.118,-0.007,0,0.118,-0.007,0.505,0.2,0.512,-0.005,0,0.512,-0.005
45-54,Male,RX,NA,Generic,Skin,2017,21.109,3.947,144.201,26.961,146.384,1,144.201,26.961,146.384,-0.202,-0.008,-0.198,-0.005,0,-0.198,-0.005,0.201,0.191,0.213,-0.009,0,0.213,-0.009
45-54,Male,RX,NA,Generic,Skin,2018,18.019,3.829,122.147,25.955,147.521,1,122.147,25.955,147.521,-0.146,-0.03,-0.153,0.008,0,-0.153,0.008,0.025,0.155,0.027,-0.002,0,0.027,-0.002
45-54,Male,RX,NA,Generic,Smooth Muscle Relaxants,2014,0.342,0.107,43.904,13.715,7.781,1,43.904,13.715,7.781,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Generic,Smooth Muscle Relaxants,2015,0.389,0.121,46.522,14.419,8.369,1,46.522,14.419,8.369,0.14,0.131,0.06,0.076,0,0.06,0.076,0.14,0.131,0.06,0.076,0,0.06,0.076
45-54,Male,RX,NA,Generic,Smooth Muscle Relaxants,2016,0.386,0.126,46.455,15.191,8.302,1,46.455,15.191,8.302,-0.009,0.045,-0.001,-0.008,0,-0.001,-0.008,0.129,0.182,0.058,0.067,0,0.058,0.067
45-54,Male,RX,NA,Generic,Smooth Muscle Relaxants,2017,0.41,0.136,46.26,15.304,8.865,1,46.26,15.304,8.865,0.063,0.076,-0.004,0.068,0,-0.004,0.068,0.201,0.271,0.054,0.139,0,0.054,0.139
45-54,Male,RX,NA,Generic,Smooth Muscle Relaxants,2018,0.407,0.142,42.891,14.928,9.496,1,42.891,14.928,9.496,-0.007,0.045,-0.073,0.071,0,-0.073,0.071,0.192,0.328,-0.023,0.22,0,-0.023,0.22
45-54,Male,RX,NA,Generic,Vaccines,2014,0.104,0.001,"7,227.08",57.784,0.014,1,"7,227.08",57.784,0.014,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Generic,Vaccines,2015,0,0,196.831,115.723,0.002,1,196.831,115.723,0.002,-0.996,-0.71,-0.973,-0.855,0,-0.973,-0.855,-0.996,-0.71,-0.973,-0.855,0,-0.973,-0.855
45-54,Male,RX,NA,Generic,Vaccines,2016,0.011,0.005,194.516,92.415,0.055,1,194.516,92.415,0.055,25.072,20.069,-0.012,25.382,0,-0.012,25.382,-0.897,5.114,-0.973,2.823,0,-0.973,2.823
45-54,Male,RX,NA,Generic,Vaccines,2017,0.016,0.007,232.38,104.121,0.067,1,232.38,104.121,0.067,0.455,0.373,0.195,0.218,0,0.195,0.218,-0.85,7.392,-0.968,3.657,0,-0.968,3.657
45-54,Male,RX,NA,Generic,Vaccines,2018,0.03,0.009,290.633,90.343,0.102,1,290.633,90.343,0.102,0.905,0.322,0.251,0.523,0,0.251,0.523,-0.715,10.093,-0.96,6.095,0,-0.96,6.095
45-54,Male,RX,NA,Generic,Vitamins,2014,0.866,0.548,9.353,5.912,92.641,1,9.353,5.912,92.641,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Generic,Vitamins,2015,0.847,0.552,8.56,5.573,98.957,1,8.56,5.573,98.957,-0.022,0.007,-0.085,0.068,0,-0.085,0.068,-0.022,0.007,-0.085,0.068,0,-0.085,0.068
45-54,Male,RX,NA,Generic,Vitamins,2016,0.853,0.529,8.208,5.095,103.898,1,8.208,5.095,103.898,0.007,-0.04,-0.041,0.05,0,-0.041,0.05,-0.016,-0.033,-0.122,0.122,0,-0.122,0.122
45-54,Male,RX,NA,Generic,Vitamins,2017,0.686,0.381,6.254,3.473,109.731,1,6.254,3.473,109.731,-0.195,-0.28,-0.238,0.056,0,-0.238,0.056,-0.208,-0.304,-0.331,0.184,0,-0.331,0.184
45-54,Male,RX,NA,Generic,Vitamins,2018,0.807,0.366,6.975,3.165,115.691,1,6.975,3.165,115.691,0.176,-0.039,0.115,0.054,0,0.115,0.054,-0.069,-0.331,-0.254,0.249,0,-0.254,0.249
45-54,Male,RX,NA,Unknown,All Prescription Drugs,2014,31.264,4.677,109.164,16.33,286.392,1,109.164,16.33,286.392,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,All Prescription Drugs,2015,26.389,4.088,92.477,14.326,285.356,1,92.477,14.326,285.356,-0.156,-0.126,-0.153,-0.004,0,-0.153,-0.004,-0.156,-0.126,-0.153,-0.004,0,-0.153,-0.004
45-54,Male,RX,NA,Unknown,All Prescription Drugs,2016,17.007,3.419,63.168,12.7,269.239,1,63.168,12.7,269.239,-0.356,-0.164,-0.317,-0.056,0,-0.317,-0.056,-0.456,-0.269,-0.421,-0.06,0,-0.421,-0.06
45-54,Male,RX,NA,Unknown,All Prescription Drugs,2017,16.976,3.279,60.109,11.611,282.424,1,60.109,11.611,282.424,-0.002,-0.041,-0.048,0.049,0,-0.048,0.049,-0.457,-0.299,-0.449,-0.014,0,-0.449,-0.014
45-54,Male,RX,NA,Unknown,All Prescription Drugs,2018,14.588,3.172,59.355,12.905,245.771,1,59.355,12.905,245.771,-0.141,-0.033,-0.013,-0.13,0,-0.013,-0.13,-0.533,-0.322,-0.456,-0.142,0,-0.456,-0.142
45-54,Male,RX,NA,Unknown,Anti-Infectives,2014,0.383,0.031,"1,034.28",83.271,0.37,1,"1,034.28",83.271,0.37,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Anti-Infectives,2015,0.16,0.012,869.544,64.477,0.184,1,869.544,64.477,0.184,-0.581,-0.614,-0.159,-0.502,0,-0.159,-0.502,-0.581,-0.614,-0.159,-0.502,0,-0.159,-0.502
45-54,Male,RX,NA,Unknown,Anti-Infectives,2016,0.028,0.004,330.808,49.246,0.086,1,330.808,49.246,0.086,-0.823,-0.645,-0.62,-0.535,0,-0.62,-0.535,-0.926,-0.863,-0.68,-0.768,0,-0.68,-0.768
45-54,Male,RX,NA,Unknown,Anti-Infectives,2017,0.005,0.001,117.889,32.444,0.041,1,117.889,32.444,0.041,-0.83,-0.686,-0.644,-0.524,0,-0.644,-0.524,-0.987,-0.957,-0.886,-0.89,0,-0.886,-0.89
45-54,Male,RX,NA,Unknown,Anti-Infectives,2018,0.004,0.002,104.952,50.066,0.034,1,104.952,50.066,0.034,-0.26,0.282,-0.11,-0.169,0,-0.11,-0.169,-0.991,-0.945,-0.899,-0.908,0,-0.899,-0.908
45-54,Male,RX,NA,Unknown,Antihistamines,2014,0.145,0.004,"1,914.73",49.823,0.076,1,"1,914.73",49.823,0.076,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Antihistamines,2015,0.085,0.004,"1,494.11",73.679,0.057,1,"1,494.11",73.679,0.057,-0.414,0.111,-0.22,-0.249,0,-0.22,-0.249,-0.414,0.111,-0.22,-0.249,0,-0.22,-0.249
45-54,Male,RX,NA,Unknown,Antihistamines,2016,0.002,0,203.395,33.597,0.009,1,203.395,33.597,0.009,-0.979,-0.929,-0.864,-0.845,0,-0.864,-0.845,-0.988,-0.921,-0.894,-0.883,0,-0.894,-0.883
45-54,Male,RX,NA,Unknown,Antihistamines,2017,0,0,65.556,31.507,0.001,1,65.556,31.507,0.001,-0.965,-0.897,-0.678,-0.89,0,-0.678,-0.89,-1,-0.992,-0.966,-0.987,0,-0.966,-0.987
45-54,Male,RX,NA,Unknown,Autonomic,2014,0.696,0.047,822.675,55.72,0.846,1,822.675,55.72,0.846,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Autonomic,2015,0.238,0.017,700.609,49.997,0.339,1,700.609,49.997,0.339,-0.659,-0.64,-0.148,-0.599,0,-0.148,-0.599,-0.659,-0.64,-0.148,-0.599,0,-0.148,-0.599
45-54,Male,RX,NA,Unknown,Autonomic,2016,0.021,0.004,428.417,83.702,0.049,1,428.417,83.702,0.049,-0.912,-0.76,-0.389,-0.857,0,-0.389,-0.857,-0.97,-0.914,-0.479,-0.943,0,-0.479,-0.943
45-54,Male,RX,NA,Unknown,Autonomic,2017,0.003,0.001,98.876,44.514,0.032,1,98.876,44.514,0.032,-0.848,-0.651,-0.769,-0.343,0,-0.769,-0.343,-0.995,-0.97,-0.88,-0.962,0,-0.88,-0.962
45-54,Male,RX,NA,Unknown,Autonomic,2018,0.014,0.005,101.382,34.875,0.139,1,101.382,34.875,0.139,3.454,2.403,0.025,3.343,0,0.025,3.343,-0.98,-0.897,-0.877,-0.836,0,-0.877,-0.836
45-54,Male,RX,NA,Unknown,Blood,2014,0.142,0.002,"4,163.19",49.85,0.034,1,"4,163.19",49.85,0.034,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Blood,2015,0.107,0.001,"6,078.78",28.55,0.018,1,"6,078.78",28.55,0.018,-0.246,-0.704,0.46,-0.484,0,0.46,-0.484,-0.246,-0.704,0.46,-0.484,0,0.46,-0.484
45-54,Male,RX,NA,Unknown,Blood,2016,0.042,0,"4,748.69",15.085,0.009,1,"4,748.69",15.085,0.009,-0.611,-0.737,-0.219,-0.502,0,-0.219,-0.502,-0.707,-0.922,0.141,-0.743,0,0.141,-0.743
45-54,Male,RX,NA,Unknown,Blood,2017,0,0,275.77,60,0.001,1,275.77,60,0.001,-0.99,-0.336,-0.942,-0.833,0,-0.942,-0.833,-0.997,-0.948,-0.934,-0.957,0,-0.934,-0.957
45-54,Male,RX,NA,Unknown,Cardiovascular,2014,0.246,0.036,363.569,53.015,0.677,1,363.569,53.015,0.677,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Cardiovascular,2015,0.192,0.024,477.245,60.333,0.402,1,477.245,60.333,0.402,-0.221,-0.325,0.313,-0.406,0,0.313,-0.406,-0.221,-0.325,0.313,-0.406,0,0.313,-0.406
45-54,Male,RX,NA,Unknown,Cardiovascular,2016,0.028,0.005,197.663,33.083,0.14,1,197.663,33.083,0.14,-0.856,-0.809,-0.586,-0.652,0,-0.586,-0.652,-0.888,-0.871,-0.456,-0.794,0,-0.456,-0.794
45-54,Male,RX,NA,Unknown,Cardiovascular,2017,0.015,0.004,92.106,24.858,0.164,1,92.106,24.858,0.164,-0.454,-0.12,-0.534,0.171,0,-0.534,0.171,-0.939,-0.887,-0.747,-0.758,0,-0.747,-0.758
45-54,Male,RX,NA,Unknown,Cardiovascular,2018,0.003,0.002,47.141,26.09,0.059,1,47.141,26.09,0.059,-0.814,-0.618,-0.488,-0.636,0,-0.488,-0.636,-0.989,-0.957,-0.87,-0.912,0,-0.87,-0.912
45-54,Male,RX,NA,Unknown,Central Nervous System,2014,7.082,0.403,"1,721.25",97.943,4.115,1,"1,721.25",97.943,4.115,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Central Nervous System,2015,2.023,0.104,"1,803.00",92.344,1.122,1,"1,803.00",92.344,1.122,-0.714,-0.743,0.047,-0.727,0,0.047,-0.727,-0.714,-0.743,0.047,-0.727,0,0.047,-0.727
45-54,Male,RX,NA,Unknown,Central Nervous System,2016,0.102,0.01,562.646,53.868,0.181,1,562.646,53.868,0.181,-0.95,-0.906,-0.688,-0.838,0,-0.688,-0.838,-0.986,-0.976,-0.673,-0.956,0,-0.673,-0.956
45-54,Male,RX,NA,Unknown,Central Nervous System,2017,0.043,0.005,414.765,46.299,0.105,1,414.765,46.299,0.105,-0.574,-0.504,-0.263,-0.422,0,-0.263,-0.422,-0.994,-0.988,-0.759,-0.975,0,-0.759,-0.975
45-54,Male,RX,NA,Unknown,Central Nervous System,2018,0.055,0.004,710.607,45.741,0.077,1,710.607,45.741,0.077,0.257,-0.275,0.713,-0.267,0,0.713,-0.267,-0.992,-0.991,-0.587,-0.981,0,-0.587,-0.981
45-54,Male,RX,NA,Unknown,Chemotherapy,2014,0.017,0.005,147.577,40.899,0.115,1,147.577,40.899,0.115,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Chemotherapy,2015,0.005,0.002,84.771,35.677,0.057,1,84.771,35.677,0.057,-0.714,-0.566,-0.426,-0.502,0,-0.426,-0.502,-0.714,-0.566,-0.426,-0.502,0,-0.426,-0.502
45-54,Male,RX,NA,Unknown,Chemotherapy,2016,0,0,51.007,34.529,0.006,1,51.007,34.529,0.006,-0.933,-0.892,-0.398,-0.888,0,-0.398,-0.888,-0.981,-0.953,-0.654,-0.944,0,-0.654,-0.944
45-54,Male,RX,NA,Unknown,Chemotherapy,2017,0,0,14.284,13.948,0.01,1,14.284,13.948,0.01,-0.554,-0.356,-0.72,0.593,0,-0.72,0.593,-0.991,-0.97,-0.903,-0.911,0,-0.903,-0.911
45-54,Male,RX,NA,Unknown,Chemotherapy,2018,0,0,34.671,34.671,0.001,1,34.671,34.671,0.001,-0.682,-0.674,1.427,-0.869,0,1.427,-0.869,-0.997,-0.99,-0.765,-0.988,0,-0.765,-0.988
45-54,Male,RX,NA,Unknown,Devices,2014,3.243,1.316,24.128,9.787,134.426,1,24.128,9.787,134.426,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Devices,2015,3.466,1.265,25.459,9.291,136.146,1,25.459,9.291,136.146,0.069,-0.039,0.055,0.013,0,0.055,0.013,0.069,-0.039,0.055,0.013,0,0.055,0.013
45-54,Male,RX,NA,Unknown,Devices,2016,3.566,1.296,25.874,9.404,137.81,1,25.874,9.404,137.81,0.029,0.024,0.016,0.012,0,0.016,0.012,0.099,-0.015,0.072,0.025,0,0.072,0.025
45-54,Male,RX,NA,Unknown,Devices,2017,4.268,1.368,28.571,9.157,149.386,1,28.571,9.157,149.386,0.197,0.056,0.104,0.084,0,0.104,0.084,0.316,0.04,0.184,0.111,0,0.184,0.111
45-54,Male,RX,NA,Unknown,Devices,2018,4.546,1.462,32.971,10.604,137.881,1,32.971,10.604,137.881,0.065,0.069,0.154,-0.077,0,0.154,-0.077,0.402,0.111,0.366,0.026,0,0.366,0.026
45-54,Male,RX,NA,Unknown,Diagnostic,2014,14.019,2.418,103.738,17.891,135.141,1,103.738,17.891,135.141,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Diagnostic,2015,14.019,2.284,102.503,16.697,136.769,1,102.503,16.697,136.769,0,-0.055,-0.012,0.012,0,-0.012,0.012,0,-0.055,-0.012,0.012,0,-0.012,0.012
45-54,Male,RX,NA,Unknown,Diagnostic,2016,12.599,2.009,100.558,16.031,125.294,1,100.558,16.031,125.294,-0.101,-0.12,-0.019,-0.084,0,-0.019,-0.084,-0.101,-0.169,-0.031,-0.073,0,-0.031,-0.073
45-54,Male,RX,NA,Unknown,Diagnostic,2017,12.468,1.835,97.899,14.407,127.351,1,97.899,14.407,127.351,-0.01,-0.087,-0.026,0.016,0,-0.026,0.016,-0.111,-0.241,-0.056,-0.058,0,-0.056,-0.058
45-54,Male,RX,NA,Unknown,Diagnostic,2018,9.805,1.643,94.805,15.886,103.427,1,94.805,15.886,103.427,-0.214,-0.104,-0.032,-0.188,0,-0.032,-0.188,-0.301,-0.32,-0.086,-0.235,0,-0.086,-0.235
45-54,Male,RX,NA,Unknown,EENT,2014,0,0,85.276,58.932,0.003,1,85.276,58.932,0.003,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,EENT,2015,0,0,33.98,15.734,0.003,1,33.98,15.734,0.003,-0.606,-0.736,-0.602,-0.01,0,-0.602,-0.01,-0.606,-0.736,-0.602,-0.01,0,-0.602,-0.01
45-54,Male,RX,NA,Unknown,EENT,2016,0,0,37.959,9.26,0.001,1,37.959,9.26,0.001,-0.783,-0.886,0.117,-0.806,0,0.117,-0.806,-0.914,-0.97,-0.555,-0.808,0,-0.555,-0.808
45-54,Male,RX,NA,Unknown,EENT,2017,0,0,99.943,99.943,0,1,99.943,99.943,0,-0.664,0.376,1.633,-0.873,0,1.633,-0.873,-0.971,-0.958,0.172,-0.976,0,0.172,-0.976
45-54,Male,RX,NA,Unknown,EENT,2018,0,0,11.292,11.292,0.001,1,11.292,11.292,0.001,0.79,0.79,-0.887,14.841,0,-0.887,14.841,-0.949,-0.926,-0.868,-0.612,0,-0.868,-0.612
45-54,Male,RX,NA,Unknown,Enzymes,2014,0,0,"1,055.00",75,0,1,"1,055.00",75,0,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Gastrointestinal,2014,0.025,0.002,467.999,41.968,0.053,1,467.999,41.968,0.053,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Gastrointestinal,2015,0.04,0.002,941.947,41.797,0.042,1,941.947,41.797,0.042,0.588,-0.214,1.013,-0.211,0,1.013,-0.211,0.588,-0.214,1.013,-0.211,0,1.013,-0.211
45-54,Male,RX,NA,Unknown,Gastrointestinal,2016,0.004,0.001,310.009,49.212,0.013,1,310.009,49.212,0.013,-0.896,-0.628,-0.671,-0.684,0,-0.671,-0.684,-0.835,-0.708,-0.338,-0.751,0,-0.338,-0.751
45-54,Male,RX,NA,Unknown,Gastrointestinal,2017,0.001,0,62.809,25.916,0.016,1,62.809,25.916,0.016,-0.762,-0.381,-0.797,0.175,0,-0.797,0.175,-0.961,-0.819,-0.866,-0.707,0,-0.866,-0.707
45-54,Male,RX,NA,Unknown,Gastrointestinal,2018,0,0,25.284,15.276,0.015,1,25.284,15.276,0.015,-0.614,-0.435,-0.597,-0.041,0,-0.597,-0.041,-0.985,-0.898,-0.946,-0.719,0,-0.946,-0.719
45-54,Male,RX,NA,Unknown,Heavy Metal Antagonists,2014,0.001,0,137.139,41.101,0.006,1,137.139,41.101,0.006,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Heavy Metal Antagonists,2015,0.001,0,200.47,43.506,0.004,1,200.47,43.506,0.004,0.046,-0.242,0.462,-0.284,0,0.462,-0.284,0.046,-0.242,0.462,-0.284,0,0.462,-0.284
45-54,Male,RX,NA,Unknown,Heavy Metal Antagonists,2016,0.001,0,247.028,43.702,0.005,1,247.028,43.702,0.005,0.414,0.153,0.232,0.148,0,0.232,0.148,0.48,-0.127,0.801,-0.179,0,0.801,-0.179
45-54,Male,RX,NA,Unknown,Heavy Metal Antagonists,2017,0,0,153.524,30.985,0.002,1,153.524,30.985,0.002,-0.722,-0.683,-0.379,-0.552,0,-0.379,-0.552,-0.588,-0.723,0.119,-0.632,0,0.119,-0.632
45-54,Male,RX,NA,Unknown,Hormones,2014,2.012,0.195,564.362,54.793,3.565,1,564.362,54.793,3.565,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Hormones,2015,0.927,0.103,441.678,48.972,2.099,1,441.678,48.972,2.099,-0.539,-0.474,-0.217,-0.411,0,-0.217,-0.411,-0.539,-0.474,-0.217,-0.411,0,-0.217,-0.411
45-54,Male,RX,NA,Unknown,Hormones,2016,0.058,0.02,106.343,36.061,0.544,1,106.343,36.061,0.544,-0.938,-0.809,-0.759,-0.741,0,-0.759,-0.741,-0.971,-0.899,-0.812,-0.847,0,-0.812,-0.847
45-54,Male,RX,NA,Unknown,Hormones,2017,0.02,0.007,76.177,28.107,0.259,1,76.177,28.107,0.259,-0.659,-0.629,-0.284,-0.524,0,-0.284,-0.524,-0.99,-0.963,-0.865,-0.927,0,-0.865,-0.927
45-54,Male,RX,NA,Unknown,Hormones,2018,0.007,0.004,61.357,32.624,0.113,1,61.357,32.624,0.113,-0.651,-0.496,-0.195,-0.566,0,-0.195,-0.566,-0.997,-0.981,-0.891,-0.968,0,-0.891,-0.968
45-54,Male,RX,NA,Unknown,Metabolic,2014,0.004,0.001,194.485,45.712,0.023,1,194.485,45.712,0.023,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Metabolic,2015,0.001,0,118.242,29.835,0.01,1,118.242,29.835,0.01,-0.732,-0.712,-0.392,-0.559,0,-0.392,-0.559,-0.732,-0.712,-0.392,-0.559,0,-0.392,-0.559
45-54,Male,RX,NA,Unknown,Metabolic,2016,0,0,52.585,21.206,0.005,1,52.585,21.206,0.005,-0.795,-0.673,-0.555,-0.54,0,-0.555,-0.54,-0.945,-0.906,-0.73,-0.797,0,-0.73,-0.797
45-54,Male,RX,NA,Unknown,Metabolic,2017,0,0,77.165,33.401,0.002,1,77.165,33.401,0.002,-0.336,-0.287,0.467,-0.547,0,0.467,-0.547,-0.964,-0.933,-0.603,-0.908,0,-0.603,-0.908
45-54,Male,RX,NA,Unknown,Metabolic,2018,0,0,51.36,26.915,0.002,1,51.36,26.915,0.002,-0.489,-0.381,-0.334,-0.232,0,-0.334,-0.232,-0.981,-0.958,-0.736,-0.929,0,-0.736,-0.929
45-54,Male,RX,NA,Unknown,Miscellaneous,2014,1.964,0.16,419.89,34.311,4.678,1,419.89,34.311,4.678,,,,,,,,0,0,0,0,0,0,0
