plan_type,HCCI_category,HCCI_outpatient_service_type,HCCI_subcategory,RX_generic_brand_indicator,Year,spending_per_member,OOP_spending_per_member,adjusted_price,adjusted_OOP_price,adjusted_utilization_per_1000,case_mix_intensity_index,price,OOP_price,utilization_per_1000,annual_pct_change_spending_per_member,annual_pct_change_OOP_spending_per_member,annual_pct_change_adjusted_price,annual_pct_change_adjusted_utilization_per_1000,annual_pct_change_case_mix_intensity_index,annual_pct_change_price,annual_pct_change_utilization_per_1000,cumulative_pct_change_spending_per_member,cumulative_pct_change_OOP_spending_per_member,cumulative_pct_change_adjusted_price,cumulative_pct_change_adjusted_utilization_per_1000,cumulative_pct_change_case_mix_intensity_index,cumulative_pct_change_price,cumulative_pct_change_utilization_per_1000
Non-CDHP,Prescription Drugs,NA,Devices,Unknown,2017,3.577,1.033,36.108,10.425,99.058,,36.108,10.425,99.058,0.223,0.034,0.149,0.064,,0.149,0.064,0.421,0.071,0.283,0.108,,0.283,0.108
Non-CDHP,Prescription Drugs,NA,Devices,Unknown,2018,3.71,1.094,41.71,12.301,88.951,,41.71,12.301,88.951,0.037,0.06,0.155,-0.102,,0.155,-0.102,0.474,0.135,0.482,-0.005,,0.482,-0.005
Non-CDHP,Prescription Drugs,NA,Diagnostic,All,2014,12.528,1.548,135.249,16.714,92.632,,135.249,16.714,92.632,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Diagnostic,All,2015,12.035,1.48,127.127,15.635,94.669,,127.127,15.635,94.669,-0.039,-0.044,-0.06,0.022,,-0.06,0.022,-0.039,-0.044,-0.06,0.022,,-0.06,0.022
Non-CDHP,Prescription Drugs,NA,Diagnostic,All,2016,11.652,1.328,134.013,15.278,86.948,,134.013,15.278,86.948,-0.032,-0.103,0.054,-0.082,,0.054,-0.082,-0.07,-0.142,-0.009,-0.061,,-0.009,-0.061
Non-CDHP,Prescription Drugs,NA,Diagnostic,All,2017,10.874,1.211,124.107,13.819,87.619,,124.107,13.819,87.619,-0.067,-0.088,-0.074,0.008,,-0.074,0.008,-0.132,-0.218,-0.082,-0.054,,-0.082,-0.054
Non-CDHP,Prescription Drugs,NA,Diagnostic,All,2018,8.649,1.101,126.506,16.099,68.368,,126.506,16.099,68.368,-0.205,-0.091,0.019,-0.22,,0.019,-0.22,-0.31,-0.289,-0.065,-0.262,,-0.065,-0.262
Non-CDHP,Prescription Drugs,NA,Diagnostic,Brand,2014,2.175,0.012,"30,315.83",171.131,0.072,,"30,315.83",171.131,0.072,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Diagnostic,Brand,2015,1.515,0.01,"30,671.82",198.413,0.049,,"30,671.82",198.413,0.049,-0.303,-0.202,0.012,-0.312,,0.012,-0.312,-0.303,-0.202,0.012,-0.312,,0.012,-0.312
Non-CDHP,Prescription Drugs,NA,Diagnostic,Brand,2016,2.108,0.012,"48,495.37",276.503,0.043,,"48,495.37",276.503,0.043,0.391,0.226,0.581,-0.12,,0.581,-0.12,-0.031,-0.021,0.6,-0.394,,0.6,-0.394
Non-CDHP,Prescription Drugs,NA,Diagnostic,Brand,2017,1.526,0.011,"46,718.96",351.218,0.033,,"46,718.96",351.218,0.033,-0.276,-0.046,-0.037,-0.249,,-0.037,-0.249,-0.298,-0.066,0.541,-0.545,,0.541,-0.545
Non-CDHP,Prescription Drugs,NA,Diagnostic,Brand,2018,1.269,0.01,"42,800.06",349.827,0.03,,"42,800.06",349.827,0.03,-0.169,-0.096,-0.084,-0.093,,-0.084,-0.093,-0.417,-0.156,0.412,-0.587,,0.412,-0.587
Non-CDHP,Prescription Drugs,NA,Diagnostic,Generic,2014,0.001,0,593.966,110.615,0.001,,593.966,110.615,0.001,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Diagnostic,Generic,2015,0.001,0,350.752,70.446,0.002,,350.752,70.446,0.002,-0.247,-0.188,-0.409,0.275,,-0.409,0.275,-0.247,-0.188,-0.409,0.275,,-0.409,0.275
Non-CDHP,Prescription Drugs,NA,Diagnostic,Generic,2016,0.001,0,591.36,66.058,0.001,,591.36,66.058,0.001,0.056,-0.413,0.686,-0.374,,0.686,-0.374,-0.205,-0.523,-0.004,-0.202,,-0.004,-0.202
Non-CDHP,Prescription Drugs,NA,Diagnostic,Generic,2017,0.001,0,585.332,107.277,0.001,,585.332,107.277,0.001,0.011,0.658,-0.01,0.021,,-0.01,0.021,-0.197,-0.209,-0.015,-0.185,,-0.015,-0.185
Non-CDHP,Prescription Drugs,NA,Diagnostic,Generic,2018,0.001,0,446.147,102.927,0.002,,446.147,102.927,0.002,-0.003,0.255,-0.238,0.308,,-0.238,0.308,-0.199,-0.007,-0.249,0.067,,-0.249,0.067
Non-CDHP,Prescription Drugs,NA,Diagnostic,Unknown,2014,10.352,1.536,111.843,16.593,92.559,,111.843,16.593,92.559,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Diagnostic,Unknown,2015,10.519,1.47,111.175,15.538,94.617,,111.175,15.538,94.617,0.016,-0.043,-0.006,0.022,,-0.006,0.022,0.016,-0.043,-0.006,0.022,,-0.006,0.022
Non-CDHP,Prescription Drugs,NA,Diagnostic,Unknown,2016,9.543,1.316,109.814,15.146,86.904,,109.814,15.146,86.904,-0.093,-0.105,-0.012,-0.082,,-0.012,-0.082,-0.078,-0.143,-0.018,-0.061,,-0.018,-0.061
Non-CDHP,Prescription Drugs,NA,Diagnostic,Unknown,2017,9.347,1.199,106.722,13.692,87.585,,106.722,13.692,87.585,-0.021,-0.089,-0.028,0.008,,-0.028,0.008,-0.097,-0.219,-0.046,-0.054,,-0.046,-0.054
Non-CDHP,Prescription Drugs,NA,Diagnostic,Unknown,2018,7.38,1.09,107.991,15.952,68.337,,107.991,15.952,68.337,-0.21,-0.091,0.012,-0.22,,0.012,-0.22,-0.287,-0.29,-0.034,-0.262,,-0.034,-0.262
Non-CDHP,Prescription Drugs,NA,EENT,All,2014,21.98,6.729,70.657,21.631,311.082,,70.657,21.631,311.082,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,EENT,All,2015,20.437,5.677,82.871,23.018,246.617,,82.871,23.018,246.617,-0.07,-0.156,0.173,-0.207,,0.173,-0.207,-0.07,-0.156,0.173,-0.207,,0.173,-0.207
Non-CDHP,Prescription Drugs,NA,EENT,All,2016,19.487,5.126,89.685,23.591,217.279,,89.685,23.591,217.279,-0.047,-0.097,0.082,-0.119,,0.082,-0.119,-0.113,-0.238,0.269,-0.302,,0.269,-0.302
Non-CDHP,Prescription Drugs,NA,EENT,All,2017,19.953,4.879,88.676,21.685,225.007,,88.676,21.685,225.007,0.024,-0.048,-0.011,0.036,,-0.011,0.036,-0.092,-0.275,0.255,-0.277,,0.255,-0.277
Non-CDHP,Prescription Drugs,NA,EENT,All,2018,19.843,4.872,89.454,21.963,221.818,,89.454,21.963,221.818,-0.006,-0.002,0.009,-0.014,,0.009,-0.014,-0.097,-0.276,0.266,-0.287,,0.266,-0.287
Non-CDHP,Prescription Drugs,NA,EENT,Brand,2014,14.682,3.388,203.238,46.903,72.239,,203.238,46.903,72.239,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,EENT,Brand,2015,13.869,2.748,245.942,48.721,56.393,,245.942,48.721,56.393,-0.055,-0.189,0.21,-0.219,,0.21,-0.219,-0.055,-0.189,0.21,-0.219,,0.21,-0.219
Non-CDHP,Prescription Drugs,NA,EENT,Brand,2016,12.215,2.358,282.38,54.503,43.258,,282.38,54.503,43.258,-0.119,-0.142,0.148,-0.233,,0.148,-0.233,-0.168,-0.304,0.389,-0.401,,0.389,-0.401
Non-CDHP,Prescription Drugs,NA,EENT,Brand,2017,12.11,2.186,319.762,57.713,37.872,,319.762,57.713,37.872,-0.009,-0.073,0.132,-0.125,,0.132,-0.125,-0.175,-0.355,0.573,-0.476,,0.573,-0.476
Non-CDHP,Prescription Drugs,NA,EENT,Brand,2018,12.402,2.091,358.339,60.409,34.611,,358.339,60.409,34.611,0.024,-0.043,0.121,-0.086,,0.121,-0.086,-0.155,-0.383,0.763,-0.521,,0.763,-0.521
Non-CDHP,Prescription Drugs,NA,EENT,Generic,2014,7.297,3.34,30.555,13.986,238.82,,30.555,13.986,238.82,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,EENT,Generic,2015,6.568,2.929,34.528,15.397,190.208,,34.528,15.397,190.208,-0.1,-0.123,0.13,-0.204,,0.13,-0.204,-0.1,-0.123,0.13,-0.204,,0.13,-0.204
Non-CDHP,Prescription Drugs,NA,EENT,Generic,2016,7.271,2.768,41.786,15.906,174.01,,41.786,15.906,174.01,0.107,-0.055,0.21,-0.085,,0.21,-0.085,-0.004,-0.171,0.368,-0.271,,0.368,-0.271
Non-CDHP,Prescription Drugs,NA,EENT,Generic,2017,7.842,2.693,41.91,14.394,187.124,,41.91,14.394,187.124,0.079,-0.027,0.003,0.075,,0.003,0.075,0.075,-0.194,0.372,-0.216,,0.372,-0.216
Non-CDHP,Prescription Drugs,NA,EENT,Generic,2018,7.44,2.781,39.744,14.855,187.196,,39.744,14.855,187.196,-0.051,0.032,-0.052,0,,-0.052,0,0.02,-0.167,0.301,-0.216,,0.301,-0.216
Non-CDHP,Prescription Drugs,NA,EENT,Unknown,2014,0.001,0.001,61.717,26.819,0.023,,61.717,26.819,0.023,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,EENT,Unknown,2015,0.001,0,31.162,26.955,0.017,,31.162,26.955,0.017,-0.64,-0.283,-0.495,-0.287,,-0.495,-0.287,-0.64,-0.283,-0.495,-0.287,,-0.495,-0.287
Non-CDHP,Prescription Drugs,NA,EENT,Unknown,2016,0,0,24.811,26.013,0.011,,24.811,26.013,0.011,-0.493,-0.385,-0.204,-0.363,,-0.204,-0.363,-0.817,-0.559,-0.598,-0.545,,-0.598,-0.545
Non-CDHP,Prescription Drugs,NA,EENT,Unknown,2017,0,0,25.528,21.902,0.01,,25.528,21.902,0.01,0.021,-0.165,0.029,-0.008,,0.029,-0.008,-0.813,-0.631,-0.586,-0.549,,-0.586,-0.549
Non-CDHP,Prescription Drugs,NA,EENT,Unknown,2018,0,0,14.753,12.986,0.011,,14.753,12.986,0.011,-0.408,-0.393,-0.422,0.024,,-0.422,0.024,-0.89,-0.776,-0.761,-0.538,,-0.761,-0.538
Non-CDHP,Prescription Drugs,NA,Enzymes,All,2014,1.014,0.008,"13,283.54",99.504,0.076,,"13,283.54",99.504,0.076,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Enzymes,All,2015,1.17,0.009,"13,548.59",105.511,0.086,,"13,548.59",105.511,0.086,0.155,0.2,0.02,0.132,,0.02,0.132,0.155,0.2,0.02,0.132,,0.02,0.132
Non-CDHP,Prescription Drugs,NA,Enzymes,All,2016,2.312,0.016,"22,771.62",155.019,0.102,,"22,771.62",155.019,0.102,0.975,0.727,0.681,0.175,,0.681,0.175,1.281,1.073,0.714,0.33,,0.714,0.33
Non-CDHP,Prescription Drugs,NA,Enzymes,All,2017,2.689,0.014,"28,043.31",149.589,0.096,,"28,043.31",149.589,0.096,0.163,-0.088,0.232,-0.055,,0.232,-0.055,1.653,0.889,1.111,0.257,,1.111,0.257
Non-CDHP,Prescription Drugs,NA,Enzymes,All,2018,2.824,0.019,"25,201.34",165.621,0.112,,"25,201.34",165.621,0.112,0.05,0.294,-0.101,0.168,,-0.101,0.168,1.786,1.444,0.897,0.469,,0.897,0.469
Non-CDHP,Prescription Drugs,NA,Enzymes,Brand,2014,0.918,0.006,"14,536.81",102.375,0.063,,"14,536.81",102.375,0.063,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Enzymes,Brand,2015,1.026,0.008,"14,822.48",110.344,0.069,,"14,822.48",110.344,0.069,0.118,0.182,0.02,0.097,,0.02,0.097,0.118,0.182,0.02,0.097,,0.02,0.097
Non-CDHP,Prescription Drugs,NA,Enzymes,Brand,2016,2.221,0.013,"24,352.37",146.758,0.091,,"24,352.37",146.758,0.091,1.165,0.753,0.643,0.318,,0.643,0.318,1.421,1.072,0.675,0.445,,0.675,0.445
Non-CDHP,Prescription Drugs,NA,Enzymes,Brand,2017,2.556,0.011,"31,086.83",137.129,0.082,,"31,086.83",137.129,0.082,0.15,-0.158,0.277,-0.099,,0.277,-0.099,1.785,0.745,1.138,0.303,,1.138,0.303
Non-CDHP,Prescription Drugs,NA,Enzymes,Brand,2018,2.595,0.014,"28,925.50",156.924,0.09,,"28,925.50",156.924,0.09,0.015,0.249,-0.07,0.091,,-0.07,0.091,1.828,1.178,0.99,0.421,,0.99,0.421
Non-CDHP,Prescription Drugs,NA,Enzymes,Generic,2014,0.093,0.001,"8,077.04",87.67,0.011,,"8,077.04",87.67,0.011,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Enzymes,Generic,2015,0.144,0.001,"8,457.54",86.273,0.017,,"8,457.54",86.273,0.017,0.549,0.456,0.047,0.48,,0.047,0.48,0.549,0.456,0.047,0.48,,0.047,0.48
Non-CDHP,Prescription Drugs,NA,Enzymes,Generic,2016,0.09,0.002,"8,756.84",228.262,0.01,,"8,756.84",228.262,0.01,-0.372,0.604,0.035,-0.394,,0.035,-0.394,-0.027,1.336,0.084,-0.103,,0.084,-0.103
Non-CDHP,Prescription Drugs,NA,Enzymes,Generic,2017,0.134,0.003,"9,766.14",224.412,0.014,,"9,766.14",224.412,0.014,0.484,0.308,0.115,0.331,,0.115,0.331,0.444,2.056,0.209,0.194,,0.209,0.194
Non-CDHP,Prescription Drugs,NA,Enzymes,Generic,2018,0.229,0.004,"10,257.32",200.52,0.022,,"10,257.32",200.52,0.022,0.715,0.459,0.05,0.633,,0.05,0.633,1.476,3.459,0.27,0.95,,0.27,0.95
Non-CDHP,Prescription Drugs,NA,Enzymes,Unknown,2014,0.003,0,"1,995.71",73.01,0.002,,"1,995.71",73.01,0.002,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Enzymes,Unknown,2015,0.001,0,"3,520.72",60,0,,"3,520.72",60,0,-0.815,-0.914,0.764,-0.895,,0.764,-0.895,-0.815,-0.914,0.764,-0.895,,0.764,-0.895
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,All,2014,40.114,7.699,89.629,17.201,447.554,,89.629,17.201,447.554,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,All,2015,38.376,6.816,86.59,15.38,443.191,,86.59,15.38,443.191,-0.043,-0.115,-0.034,-0.01,,-0.034,-0.01,-0.043,-0.115,-0.034,-0.01,,-0.034,-0.01
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,All,2016,39.517,6.499,90.021,14.804,438.976,,90.021,14.804,438.976,0.03,-0.047,0.04,-0.01,,0.04,-0.01,-0.015,-0.156,0.004,-0.019,,0.004,-0.019
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,All,2017,40.341,6.202,90.142,13.859,447.524,,90.142,13.859,447.524,0.021,-0.046,0.001,0.019,,0.001,0.019,0.006,-0.194,0.006,0,,0.006,0
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,All,2018,39.281,6.014,87.99,13.472,446.425,,87.99,13.472,446.425,-0.026,-0.03,-0.024,-0.002,,-0.024,-0.002,-0.021,-0.219,-0.018,-0.003,,-0.018,-0.003
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,Brand,2014,30.886,4.049,334.417,43.843,92.357,,334.417,43.843,92.357,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,Brand,2015,26.375,3.185,406.65,49.107,64.86,,406.65,49.107,64.86,-0.146,-0.213,0.216,-0.298,,0.216,-0.298,-0.146,-0.213,0.216,-0.298,,0.216,-0.298
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,Brand,2016,27.078,2.882,479.557,51.038,56.465,,479.557,51.038,56.465,0.027,-0.095,0.179,-0.129,,0.179,-0.129,-0.123,-0.288,0.434,-0.389,,0.434,-0.389
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,Brand,2017,27.64,2.644,534.931,51.169,51.67,,534.931,51.169,51.67,0.021,-0.083,0.115,-0.085,,0.115,-0.085,-0.105,-0.347,0.6,-0.441,,0.6,-0.441
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,Brand,2018,27.651,2.506,577.399,52.338,47.89,,577.399,52.338,47.89,0,-0.052,0.079,-0.073,,0.079,-0.073,-0.105,-0.381,0.727,-0.481,,0.727,-0.481
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,Generic,2014,9.183,3.642,25.87,10.259,354.959,,25.87,10.259,354.959,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,Generic,2015,11.957,3.625,31.621,9.586,378.144,,31.621,9.586,378.144,0.302,-0.005,0.222,0.065,,0.222,0.065,0.302,-0.005,0.222,0.065,,0.222,0.065
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,Generic,2016,12.419,3.615,32.475,9.453,382.434,,32.475,9.453,382.434,0.039,-0.003,0.027,0.011,,0.027,0.011,0.352,-0.007,0.255,0.077,,0.255,0.077
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,Generic,2017,12.667,3.557,32.004,8.987,395.782,,32.004,8.987,395.782,0.02,-0.016,-0.014,0.035,,-0.014,0.035,0.379,-0.023,0.237,0.115,,0.237,0.115
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,Generic,2018,11.62,3.507,29.161,8.8,398.473,,29.161,8.8,398.473,-0.083,-0.014,-0.089,0.007,,-0.089,0.007,0.265,-0.037,0.127,0.123,,0.127,0.123
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,Unknown,2014,0.045,0.008,190.001,32.289,0.238,,190.001,32.289,0.238,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,Unknown,2015,0.043,0.006,230.413,32.584,0.187,,230.413,32.584,0.187,-0.044,-0.205,0.213,-0.212,,0.213,-0.212,-0.044,-0.205,0.213,-0.212,,0.213,-0.212
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,Unknown,2016,0.019,0.002,251.544,23.77,0.076,,251.544,23.77,0.076,-0.558,-0.705,0.092,-0.595,,0.092,-0.595,-0.577,-0.765,0.324,-0.681,,0.324,-0.681
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,Unknown,2017,0.034,0.001,479.587,20.832,0.072,,479.587,20.832,0.072,0.808,-0.169,0.907,-0.052,,0.907,-0.052,-0.236,-0.805,1.524,-0.697,,1.524,-0.697
Non-CDHP,Prescription Drugs,NA,Gastrointestinal,Unknown,2018,0.009,0.001,150.7,18.079,0.062,,150.7,18.079,0.062,-0.727,-0.246,-0.686,-0.132,,-0.686,-0.132,-0.792,-0.853,-0.207,-0.737,,-0.207,-0.737
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,All,2014,1.177,0.017,"6,166.95",87.515,0.191,,"6,166.95",87.515,0.191,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,All,2015,1.64,0.016,"9,006.20",89.134,0.182,,"9,006.20",89.134,0.182,0.393,-0.028,0.46,-0.046,,0.46,-0.046,0.393,-0.028,0.46,-0.046,,0.46,-0.046
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,All,2016,1.799,0.015,"9,972.81",85.647,0.18,,"9,972.81",85.647,0.18,0.097,-0.048,0.107,-0.01,,0.107,-0.01,0.528,-0.075,0.617,-0.055,,0.617,-0.055
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,All,2017,1.687,0.015,"10,114.23",91.208,0.167,,"10,114.23",91.208,0.167,-0.062,-0.015,0.014,-0.075,,0.014,-0.075,0.433,-0.089,0.64,-0.126,,0.64,-0.126
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,All,2018,1.752,0.013,"12,040.61",89.377,0.146,,"12,040.61",89.377,0.146,0.038,-0.145,0.19,-0.128,,0.19,-0.128,0.488,-0.222,0.952,-0.238,,0.952,-0.238
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Brand,2014,1.15,0.015,"6,693.46",89.807,0.172,,"6,693.46",89.807,0.172,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Brand,2015,1.572,0.016,"9,643.34",95.399,0.163,,"9,643.34",95.399,0.163,0.367,0.008,0.441,-0.051,,0.441,-0.051,0.367,0.008,0.441,-0.051,,0.441,-0.051
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Brand,2016,1.706,0.015,"10,696.52",92.014,0.159,,"10,696.52",92.014,0.159,0.085,-0.056,0.109,-0.022,,0.109,-0.022,0.484,-0.049,0.598,-0.071,,0.598,-0.071
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Brand,2017,1.56,0.014,"10,439.29",93.239,0.149,,"10,439.29",93.239,0.149,-0.085,-0.05,-0.024,-0.063,,-0.024,-0.063,0.357,-0.096,0.56,-0.13,,0.56,-0.13
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Brand,2018,1.525,0.012,"11,563.49",91.869,0.132,,"11,563.49",91.869,0.132,-0.023,-0.131,0.108,-0.118,,0.108,-0.118,0.327,-0.214,0.728,-0.232,,0.728,-0.232
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Generic,2014,0.026,0.001,"2,434.82",67.528,0.011,,"2,434.82",67.528,0.011,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Generic,2015,0.067,0,"4,739.32",28.755,0.014,,"4,739.32",28.755,0.014,1.587,-0.434,0.946,0.329,,0.946,0.329,1.587,-0.434,0.946,0.329,,0.946,0.329
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Generic,2016,0.093,0.001,"4,834.51",34.885,0.019,,"4,834.51",34.885,0.019,0.377,0.637,0.02,0.35,,0.02,0.35,2.561,-0.074,0.986,0.793,,0.986,0.793
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Generic,2017,0.127,0.001,"7,964.37",79.051,0.016,,"7,964.37",79.051,0.016,0.369,0.883,0.647,-0.169,,0.647,-0.169,3.875,0.745,2.271,0.49,,2.271,0.49
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Generic,2018,0.227,0.001,"17,347.25",66.306,0.013,,"17,347.25",66.306,0.013,0.788,-0.311,1.178,-0.179,,1.178,-0.179,7.719,0.202,6.125,0.224,,6.125,0.224
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Unknown,2014,0.002,0.001,198.746,66.258,0.008,,198.746,66.258,0.008,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Unknown,2015,0.001,0,154.758,55.591,0.005,,154.758,55.591,0.005,-0.55,-0.516,-0.221,-0.423,,-0.221,-0.423,-0.55,-0.516,-0.221,-0.423,,-0.221,-0.423
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Unknown,2016,0,0,180.429,61.062,0.002,,180.429,61.062,0.002,-0.587,-0.611,0.166,-0.646,,0.166,-0.646,-0.814,-0.812,-0.092,-0.796,,-0.092,-0.796
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Unknown,2017,0,0,111.411,14.551,0.001,,111.411,14.551,0.001,-0.488,-0.803,-0.383,-0.171,,-0.383,-0.171,-0.905,-0.963,-0.439,-0.831,,-0.439,-0.831
Non-CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Unknown,2018,0,0,444.342,40.99,0.001,,444.342,40.99,0.001,0.551,0.096,2.988,-0.611,,2.988,-0.611,-0.853,-0.959,1.236,-0.934,,1.236,-0.934
Non-CDHP,Prescription Drugs,NA,Hormones,All,2014,159.141,26.291,85.882,14.188,"1,853.01",,85.882,14.188,"1,853.01",,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Hormones,All,2015,182.534,25.312,96.937,13.442,"1,883.03",,96.937,13.442,"1,883.03",0.147,-0.037,0.129,0.016,,0.129,0.016,0.147,-0.037,0.129,0.016,,0.129,0.016
Non-CDHP,Prescription Drugs,NA,Hormones,All,2016,202.601,25.597,104.745,13.233,"1,934.24",,104.745,13.233,"1,934.24",0.11,0.011,0.081,0.027,,0.081,0.027,0.273,-0.026,0.22,0.044,,0.22,0.044
Non-CDHP,Prescription Drugs,NA,Hormones,All,2017,223.425,26.006,109.679,12.766,"2,037.08",,109.679,12.766,"2,037.08",0.103,0.016,0.047,0.053,,0.047,0.053,0.404,-0.011,0.277,0.099,,0.277,0.099
Non-CDHP,Prescription Drugs,NA,Hormones,All,2018,242.003,27.11,115.585,12.948,"2,093.73",,115.585,12.948,"2,093.73",0.083,0.042,0.054,0.028,,0.054,0.028,0.521,0.031,0.346,0.13,,0.346,0.13
Non-CDHP,Prescription Drugs,NA,Hormones,Brand,2014,128.526,17.371,229.915,31.075,559.016,,229.915,31.075,559.016,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Hormones,Brand,2015,153.694,16.5,279.519,30.008,549.852,,279.519,30.008,549.852,0.196,-0.05,0.216,-0.016,,0.216,-0.016,0.196,-0.05,0.216,-0.016,,0.216,-0.016
Non-CDHP,Prescription Drugs,NA,Hormones,Brand,2016,171.486,16.554,311.917,30.11,549.779,,311.917,30.11,549.779,0.116,0.003,0.116,0,,0.116,0,0.334,-0.047,0.357,-0.017,,0.357,-0.017
Non-CDHP,Prescription Drugs,NA,Hormones,Brand,2017,190.049,17.064,363.837,32.669,522.345,,363.837,32.669,522.345,0.108,0.031,0.166,-0.05,,0.166,-0.05,0.479,-0.018,0.582,-0.066,,0.582,-0.066
Non-CDHP,Prescription Drugs,NA,Hormones,Brand,2018,209.022,17.858,394.773,33.727,529.473,,394.773,33.727,529.473,0.1,0.046,0.085,0.014,,0.085,0.014,0.626,0.028,0.717,-0.053,,0.717,-0.053
Non-CDHP,Prescription Drugs,NA,Hormones,Generic,2014,27.747,8.653,21.549,6.721,"1,287.58",,21.549,6.721,"1,287.58",,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Hormones,Generic,2015,27.782,8.651,20.91,6.511,"1,328.64",,20.91,6.511,"1,328.64",0.001,0,-0.03,0.032,,-0.03,0.032,0.001,0,-0.03,0.032,,-0.03,0.032
Non-CDHP,Prescription Drugs,NA,Hormones,Generic,2016,31.006,8.998,22.425,6.508,"1,382.67",,22.425,6.508,"1,382.67",0.116,0.04,0.072,0.041,,0.072,0.041,0.117,0.04,0.041,0.074,,0.041,0.074
Non-CDHP,Prescription Drugs,NA,Hormones,Generic,2017,33.314,8.916,22.01,5.891,"1,513.55",,22.01,5.891,"1,513.55",0.074,-0.009,-0.018,0.095,,-0.018,0.095,0.201,0.03,0.021,0.176,,0.021,0.176
Non-CDHP,Prescription Drugs,NA,Hormones,Generic,2018,32.949,9.241,21.073,5.91,"1,563.60",,21.073,5.91,"1,563.60",-0.011,0.036,-0.043,0.033,,-0.043,0.033,0.188,0.068,-0.022,0.214,,-0.022,0.214
Non-CDHP,Prescription Drugs,NA,Hormones,Unknown,2014,2.868,0.266,447.485,41.499,6.409,,447.485,41.499,6.409,,,,,,,,0,0,0,0,,0,0
